14316,4_Personal Information Type
4648,3_Identifiability
4648,4_Personal Information Type
17742,5_Purpose
4666,0_Third Party Entity
4670,4_Personal Information Type
4671,4_Personal Information Type
4672,4_Personal Information Type
4988,3_Identifiability
4990,3_Identifiability
4991,3_Identifiability
4992,3_Identifiability
18072,0_Does/Does Not
18074,0_Does/Does Not
18076,0_Does/Does Not
18077,0_Does/Does Not
4994,4_Personal Information Type
4995,4_Personal Information Type
4996,4_Personal Information Type
4997,4_Personal Information Type
22177,1_Does/Does Not
7747,4_Personal Information Type
7748,4_Personal Information Type
23911,2_Action First-Party
9007,4_Personal Information Type
9036,6_User Type
9038,4_Personal Information Type
10793,4_Personal Information Type
10969,5_Purpose
11007,4_Personal Information Type
11135,4_Personal Information Type
11142,2_Personal Information Type
13497,2_Action First-Party
13497,4_Personal Information Type
18607,1_Access Scope
20472,4_Personal Information Type
23103,1_Collection Mode
23136,2_Action First-Party
23141,2_Action First-Party
23142,2_Action First-Party
23144,2_Action First-Party
23145,2_Action First-Party
23273,8_Choice Scope
23274,8_Choice Scope
23275,8_Choice Scope
23276,8_Choice Scope
23849,3_Identifiability
23850,3_Identifiability
23851,3_Identifiability
23852,3_Identifiability
14230,4_Personal Information Type
14395,2_Personal Information Type
14407,2_Personal Information Type
14408,2_Personal Information Type
14409,2_Personal Information Type
14410,2_Personal Information Type
14459,2_Personal Information Type
15150,4_Personal Information Type
15158,2_Action Third Party
15159,2_Action Third Party
15766,2_Personal Information Type
16799,4_Personal Information Type
16867,4_Personal Information Type
16871,2_Action First-Party
16872,2_Action First-Party
16873,2_Action First-Party
16896,4_Personal Information Type
17887,1_Choice Scope
17169,2_Action Third Party
17257,1_Collection Mode
17259,1_Collection Mode
17260,1_Collection Mode
17334,4_Personal Information Type
20182,1_Choice Scope
20230,4_Personal Information Type
20231,4_Personal Information Type
21798,4_Personal Information Type
21800,4_Personal Information Type
21801,4_Personal Information Type
21802,4_Personal Information Type
21803,4_Personal Information Type
21736,4_Personal Information Type
21737,4_Personal Information Type
22430,4_Personal Information Type
22765,7_Choice Type
22766,7_Choice Type
22767,7_Choice Type
22768,7_Choice Type
22769,7_Choice Type
22770,7_Choice Type
22771,7_Choice Type
22772,7_Choice Type
22773,7_Choice Type
22774,7_Choice Type
22775,7_Choice Type
22776,7_Choice Type
23369,4_Personal Information Type
23370,4_Personal Information Type
23371,4_Personal Information Type
23372,4_Personal Information Type
23373,4_Personal Information Type
23374,4_Personal Information Type
23375,4_Personal Information Type
23376,4_Personal Information Type
23377,4_Personal Information Type
23378,4_Personal Information Type
23404,8_Choice Scope
23420,8_Choice Scope
23118,1_Choice Scope
23119,1_Choice Scope
23564,0_Third Party Entity
23566,1_Access Scope
24037,4_Personal Information Type
24038,4_Personal Information Type
24359,8_Choice Scope
24517,4_Personal Information Type
24706,4_Personal Information Type
24966,8_Choice Scope
24982,1_Collection Mode
24982,4_Personal Information Type
24983,1_Collection Mode
24910,4_Personal Information Type
25003,4_Personal Information Type
25050,7_Choice Type
25051,7_Choice Type
25144,4_Personal Information Type
25323,4_Personal Information Type
25328,4_Personal Information Type
25347,4_Personal Information Type
25348,4_Personal Information Type
25351,4_Personal Information Type
25352,4_Personal Information Type
25373,4_Personal Information Type
25374,4_Personal Information Type
25402,4_Personal Information Type
25403,4_Personal Information Type
25503,4_Personal Information Type
25504,4_Personal Information Type
25506,4_Personal Information Type
25510,4_Personal Information Type
25511,4_Personal Information Type
25514,4_Personal Information Type
25477,4_Personal Information Type
25478,4_Personal Information Type
