10309,4_Personal Information Type
8576,4_Personal Information Type
10323,3_Identifiability
10323,4_Personal Information Type
10486,4_Personal Information Type
10487,4_Personal Information Type
10488,3_Identifiability
10489,3_Identifiability
10887,3_Identifiability
10888,3_Identifiability
8717,0_Third Party Entity
8718,0_Third Party Entity
8796,1_Collection Mode
8797,1_Collection Mode
8798,1_Collection Mode
11807,4_Personal Information Type
11809,4_Personal Information Type
8822,0_Does/Does Not
13265,4_Personal Information Type
13551,4_Personal Information Type
13567,4_Personal Information Type
13576,2_Personal Information Type
13605,4_Personal Information Type
13739,2_Personal Information Type
13793,2_Personal Information Type
4449,1_Collection Mode
7512,2_Personal Information Type
7541,4_Personal Information Type
7564,4_Personal Information Type
7986,4_Personal Information Type
4988,0_Does/Does Not
4990,0_Does/Does Not
4991,0_Does/Does Not
4992,0_Does/Does Not
7987,2_Action First-Party
7988,2_Action First-Party
8028,2_Personal Information Type
8046,4_Personal Information Type
7611,3_Identifiability
7611,4_Personal Information Type
7628,1_Access Scope
7649,3_Identifiability
7651,3_Identifiability
7652,3_Identifiability
7653,3_Identifiability
7655,3_Identifiability
7656,3_Identifiability
7667,3_Identifiability
7667,4_Personal Information Type
7772,2_Action Third Party
7924,3_Identifiability
7925,3_Identifiability
7926,3_Identifiability
7927,3_Identifiability
7928,3_Identifiability
7929,3_Identifiability
8194,3_Identifiability
8196,3_Identifiability
8219,1_Collection Mode
8253,1_Access Scope
8255,1_Access Scope
8275,0_Does/Does Not
8276,0_Does/Does Not
9379,3_Identifiability
9741,1_Choice Scope
9924,4_Personal Information Type
9929,0_Third Party Entity
9929,2_Action Third Party
12981,4_Personal Information Type
12978,4_Personal Information Type
13109,0_Third Party Entity
9425,0_Choice Type
10400,4_Personal Information Type
10693,0_Third Party Entity
10723,4_Personal Information Type
10724,4_Personal Information Type
10725,4_Personal Information Type
10726,4_Personal Information Type
10821,4_Personal Information Type
10843,7_Choice Type
10915,4_Personal Information Type
10932,4_Personal Information Type
10933,4_Personal Information Type
10936,4_Personal Information Type
11070,2_Personal Information Type
11071,2_Personal Information Type
11075,4_Personal Information Type
11134,4_Personal Information Type
11181,4_Personal Information Type
11182,4_Personal Information Type
11200,4_Personal Information Type
11201,4_Personal Information Type
11236,2_Personal Information Type
11242,2_Action Third Party
11258,4_Personal Information Type
11273,0_Third Party Entity
11320,4_Personal Information Type
11562,2_Personal Information Type
11590,4_Personal Information Type
11638,3_Identifiability
11639,3_Identifiability
11647,0_Third Party Entity
11648,0_Third Party Entity
11651,2_Action First-Party
11651,4_Personal Information Type
11653,2_Personal Information Type
11672,0_Third Party Entity
11678,2_Action Third Party
11684,4_Personal Information Type
11693,2_Personal Information Type
12464,4_Personal Information Type
12472,0_Third Party Entity
12473,0_Third Party Entity
12474,0_Third Party Entity
12516,4_Personal Information Type
13527,4_Personal Information Type
13528,4_Personal Information Type
13673,4_Personal Information Type
13683,2_Personal Information Type
13684,2_Personal Information Type
9830,2_Action Third Party
11992,3_Identifiability
11996,3_Identifiability
11997,3_Identifiability
12002,4_Personal Information Type
9223,6_User Type
9224,6_User Type
9227,6_User Type
9228,6_User Type
9229,6_User Type
9230,6_User Type
10021,3_Identifiability
10022,3_Identifiability
10023,3_Identifiability
10025,3_Identifiability
10441,0_Third Party Entity
10442,0_Third Party Entity
10457,2_Personal Information Type
10458,2_Personal Information Type
10625,0_Does/Does Not
10626,0_Does/Does Not
10576,4_Personal Information Type
10608,2_Action First-Party
10608,4_Personal Information Type
10645,4_Personal Information Type
11342,2_Personal Information Type
11343,2_Personal Information Type
10650,0_Does/Does Not
10650,4_Personal Information Type
10651,0_Does/Does Not
10651,4_Personal Information Type
11346,1_Access Scope
11838,4_Personal Information Type
11839,4_Personal Information Type
11805,2_Personal Information Type
11806,2_Personal Information Type
11910,4_Personal Information Type
11947,4_Personal Information Type
11948,4_Personal Information Type
12179,0_Does/Does Not
12180,0_Does/Does Not
12181,0_Does/Does Not
12185,0_Does/Does Not
12186,4_Personal Information Type
12124,4_Personal Information Type
12139,0_Access Type
12141,0_Access Type
